# comment: None given                          Feff8L (EXAFS)       0.1      
# Source:
# Structure Summary:  Fe1
# Reduced formula:  Fe
# space group: (Fm-3m), space number:  (225)
# abc:  2.584865   2.584866   2.584864
# angles: 59.999990  59.999984  60.000004
# sites: 1
# mp-150
# POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
# Abs   Z=26 Rmt= 1.375 Rnm= 1.413 K  shell
# Pot 1 Z=26 Rmt= 1.384 Rnm= 1.423
# Gam_ch=1.309E+00 H-L exch
# Mu=-1.168E+01 kf=2.002E+00 Vint=-2.695E+01 Rs_int= 1.812
# PATH  Rmax= 6.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000                                        Global_sig2= 0.00000
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#           1       0.00000    100.00     12.00     2   2.5849
#           2       0.00000     23.03      6.00     2   3.6555
#           3       0.00000     11.47     48.00     3   3.8773
#           4       0.00000     10.90     48.00     3   4.4126
#           5       0.00000     55.69     24.00     2   4.4771
#           6       0.00000     11.17     48.00     3   4.8234
#           7       0.00000     28.74     96.00     3   4.8234
#           8       0.00000     19.08     12.00     2   5.1697
#           9       0.00000      8.94     12.00     3   5.1697
#          10       0.00000     51.71     24.00     3   5.1697
#          11       0.00000     10.69     12.00     4   5.1697
#          12       0.00000      4.14     12.00     4   5.1697
#          14       0.00000     41.76     12.00     4   5.1697
#          15       0.00000      4.91     48.00     4   5.1697
#          17       0.00000      5.31     48.00     3   5.3588
#          18       0.00000      5.39     48.00     3   5.3588
#          19       0.00000      6.42     48.00     3   5.7696
#          20       0.00000     28.16     24.00     2   5.7799
#    18/  20 paths used
#  xsedge+50, used to normalize mu           3.2081E-04
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
    7603.062    470.517  11.250  7.99266E-01  8.69157E-01 -8.01411E-02
    7607.357    474.813  11.300  7.99067E-01  8.67884E-01 -7.90231E-02
    7611.672    479.127  11.350  8.09518E-01  8.66612E-01 -6.56555E-02
    7616.006    483.461  11.400  8.29761E-01  8.65339E-01 -4.09721E-02
    7620.359    487.814  11.450  8.56917E-01  8.64067E-01 -8.24578E-03
    7624.731    492.186  11.500  8.86543E-01  8.62794E-01  2.74270E-02
    7629.122    496.577  11.550  9.13474E-01  8.61522E-01  6.00864E-02
    7633.532    500.987  11.600  9.32875E-01  8.60250E-01  8.41169E-02
    7637.961    505.416  11.650  9.41255E-01  8.58977E-01  9.54351E-02
    7642.409    509.865  11.700  9.37234E-01  8.57705E-01  9.23792E-02
    7646.876    514.332  11.750  9.21836E-01  8.56432E-01  7.60819E-02
    7651.363    518.818  11.800  8.98275E-01  8.55160E-01  5.02267E-02
    7655.868    523.323  11.850  8.71229E-01  8.53887E-01  2.02313E-02
    7660.392    527.848  11.900  8.45805E-01  8.52615E-01 -7.95660E-03
    7664.936    532.391  11.950  8.26411E-01  8.51343E-01 -2.91704E-02
    7669.498    536.953  12.000  8.15819E-01  8.50070E-01 -4.01335E-02
    7674.080    541.535  12.050  8.14452E-01  8.48754E-01 -4.02557E-02
    7678.680    546.136  12.100  8.20951E-01  8.47438E-01 -3.11325E-02
    7683.300    550.755  12.150  8.32050E-01  8.46121E-01 -1.65653E-02
    7687.939    555.394  12.200  8.43630E-01  8.44805E-01 -1.38531E-03
    7692.596    560.052  12.250  8.51776E-01  8.43489E-01  9.78759E-03
    7697.273    564.728  12.300  8.53746E-01  8.42172E-01  1.36904E-02
    7701.969    569.424  12.350  8.48611E-01  8.40856E-01  9.18723E-03
    7706.684    574.139  12.400  8.37417E-01  8.39540E-01 -2.51885E-03
    7711.418    578.873  12.450  8.22852E-01  8.38223E-01 -1.82690E-02
    7716.171    583.626  12.500  8.08502E-01  8.36907E-01 -3.38131E-02
    7720.943    588.398  12.550  7.97914E-01  8.35591E-01 -4.49222E-02
    7725.734    593.189  12.600  7.93695E-01  8.34274E-01 -4.84603E-02
    7730.544    597.999  12.650  7.96887E-01  8.32958E-01 -4.31453E-02
    7735.373    602.828  12.700  8.06752E-01  8.31642E-01 -2.98189E-02
    7740.221    607.676  12.750  8.21013E-01  8.30326E-01 -1.11748E-02
    7745.088    612.544  12.800  8.36466E-01  8.29009E-01  8.96250E-03
    7749.975    617.430  12.850  8.49795E-01  8.27693E-01  2.66070E-02
    7754.880    622.335  12.900  8.58365E-01  8.26377E-01  3.85708E-02
    7759.804    627.260  12.950  8.60807E-01  8.25060E-01  4.31717E-02
    7764.748    632.203  13.000  8.57243E-01  8.23744E-01  4.05227E-02
    7769.710    637.166  13.050  8.49122E-01  8.22358E-01  3.24304E-02
    7774.692    642.147  13.100  8.38711E-01  8.20972E-01  2.15312E-02
    7779.692    647.148  13.150  8.28528E-01  8.19586E-01  1.08729E-02
    7784.712    652.167  13.200  8.20644E-01  8.18200E-01  2.97694E-03
    7789.751    657.206  13.250  8.16183E-01  8.16814E-01 -7.69839E-04
    7794.809    662.264  13.300  8.15120E-01  8.15428E-01 -3.75448E-04
    7799.885    667.341  13.350  8.16403E-01  8.14041E-01  2.89049E-03
    7804.981    672.436  13.400  8.18333E-01  8.12655E-01  6.96303E-03
    7810.096    677.551  13.450  8.19112E-01  8.11269E-01  9.63447E-03
    7815.230    682.685  13.500  8.17364E-01  8.09883E-01  9.20519E-03
    7820.383    687.838  13.550  8.12518E-01  8.08497E-01  4.95648E-03
    7825.555    693.010  13.600  8.04947E-01  8.07111E-01 -2.67250E-03
    7830.746    698.201  13.650  7.95834E-01  8.05725E-01 -1.22346E-02
    7835.956    703.412  13.700  7.86833E-01  8.04339E-01 -2.16921E-02
    7841.186    708.641  13.750  7.79611E-01  8.02953E-01 -2.89733E-02
    7846.434    713.889  13.800  7.75420E-01  8.01567E-01 -3.25111E-02
    7851.701    719.156  13.850  7.74795E-01  8.00181E-01 -3.16199E-02
    7856.987    724.443  13.900  7.77460E-01  7.98795E-01 -2.66208E-02
    7862.293    729.748  13.950  7.82449E-01  7.97409E-01 -1.86984E-02
    7867.617    735.073  14.000  7.88399E-01  7.96023E-01 -9.54544E-03
    7872.961    740.416  14.050  7.93901E-01  7.94606E-01 -8.84183E-04
    7878.323    745.779  14.100  7.97918E-01  7.93189E-01  5.94303E-03
    7883.705    751.160  14.150  7.99889E-01  7.91773E-01  1.02185E-02
    7889.106    756.561  14.200  7.99854E-01  7.90356E-01  1.19799E-02
    7894.525    761.981  14.250  7.98361E-01  7.88939E-01  1.19048E-02
    7899.964    767.419  14.300  7.96239E-01  7.87522E-01  1.10350E-02
    7905.422    772.877  14.350  7.94328E-01  7.86106E-01  1.04273E-02
    7910.899    778.354  14.400  7.93216E-01  7.84689E-01  1.08340E-02
    7916.395    783.850  14.450  7.93089E-01  7.83272E-01  1.24957E-02
    7921.910    789.365  14.500  7.93692E-01  7.81856E-01  1.50943E-02
    7927.444    794.899  14.550  7.94422E-01  7.80439E-01  1.78645E-02
    7932.997    800.452  14.600  7.94509E-01  7.79022E-01  1.98221E-02
    7938.569    806.024  14.650  7.93232E-01  7.77606E-01  2.00380E-02
    7944.160    811.615  14.700  7.90110E-01  7.76189E-01  1.78853E-02
    7949.770    817.225  14.750  7.85026E-01  7.74772E-01  1.31985E-02
    7955.399    822.855  14.800  7.78253E-01  7.73356E-01  6.31520E-03
    7961.048    828.503  14.850  7.70394E-01  7.71939E-01 -1.99589E-03
    7966.715    834.170  14.900  7.62262E-01  7.70522E-01 -1.06915E-02
    7972.401    839.857  14.950  7.54725E-01  7.69106E-01 -1.86487E-02
    7978.107    845.562  15.000  7.48560E-01  7.67689E-01 -2.48529E-02
    7983.831    851.287  15.050  7.44259E-01  7.66235E-01 -2.86081E-02
    7989.575    857.030  15.100  7.42219E-01  7.64782E-01 -2.94287E-02
    7995.337    862.793  15.150  7.42474E-01  7.63329E-01 -2.72526E-02
    8001.119    868.574  15.200  7.44791E-01  7.61875E-01 -2.23695E-02
    8006.920    874.375  15.250  7.48702E-01  7.60422E-01 -1.53754E-02
    8012.740    880.195  15.300  7.53563E-01  7.58968E-01 -7.10499E-03
    8018.578    886.034  15.350  7.58617E-01  7.57515E-01  1.45195E-03
    8024.436    891.891  15.400  7.63074E-01  7.56061E-01  9.25492E-03
    8030.313    897.768  15.450  7.66207E-01  7.54608E-01  1.53371E-02
    8036.209    903.664  15.500  7.67454E-01  7.53154E-01  1.89448E-02
    8042.124    909.579  15.550  7.66521E-01  7.51701E-01  1.96730E-02
    8048.058    915.513  15.600  7.63456E-01  7.50247E-01  1.75686E-02
    8054.011    921.466  15.650  7.58674E-01  7.48794E-01  1.31682E-02
    8059.983    927.439  15.700  7.52914E-01  7.47341E-01  7.44303E-03
    8065.974    933.430  15.750  7.47115E-01  7.45887E-01  1.64302E-03
    8071.985    939.440  15.800  7.42238E-01  7.44434E-01 -2.94365E-03
    8078.014    945.469  15.850  7.39057E-01  7.42980E-01 -5.27043E-03
    8084.062    951.518  15.900  7.37969E-01  7.41527E-01 -4.78910E-03
    8090.130    957.585  15.950  7.38876E-01  7.40073E-01 -1.61531E-03
    8096.216    963.671  16.000  7.41172E-01  7.38620E-01  3.44991E-03
    8102.322    969.777  16.050  7.43844E-01  7.37149E-01  9.06652E-03
    8108.446    975.902  16.100  7.45721E-01  7.35678E-01  1.36284E-02
    8114.590    982.045  16.150  7.45722E-01  7.34207E-01  1.56578E-02
    8120.753    988.208  16.200  7.43140E-01  7.32737E-01  1.41751E-02
    8126.934    994.389  16.250  7.37841E-01  7.31266E-01  8.97740E-03
    8133.135   1000.590  16.300  7.30337E-01  7.29795E-01  7.42312E-04
    8139.355   1006.810  16.350  7.21703E-01  7.28324E-01 -9.07768E-03
    8145.594   1013.049  16.400  7.13346E-01  7.26853E-01 -1.85573E-02
    8151.851   1019.307  16.450  7.06694E-01  7.25382E-01 -2.57288E-02
    8158.128   1025.584  16.500  7.02862E-01  7.23912E-01 -2.90395E-02
    8164.424   1031.880  16.550  7.02388E-01  7.22441E-01 -2.77215E-02
    8170.739   1038.195  16.600  7.05102E-01  7.20970E-01 -2.19817E-02
    8177.074   1044.529  16.650  7.10163E-01  7.19499E-01 -1.29601E-02
    8183.427   1050.882  16.700  7.16256E-01  7.18028E-01 -2.46546E-03
    8189.799   1057.254  16.750  7.21900E-01  7.16557E-01  7.44767E-03
    8196.190   1063.645  16.800  7.25792E-01  7.15087E-01  1.49551E-02
    8202.600   1070.056  16.850  7.27098E-01  7.13616E-01  1.88729E-02
    8209.030   1076.485  16.900  7.25619E-01  7.12145E-01  1.89012E-02
    8215.478   1082.933  16.950  7.21802E-01  7.10674E-01  1.56426E-02
    8221.946   1089.401  17.000  7.16585E-01  7.09203E-01  1.03987E-02
    8228.432   1095.887  17.050  7.11135E-01  7.07736E-01  4.79902E-03
    8234.938   1102.393  17.100  7.06538E-01  7.06269E-01  3.80545E-04
    8241.462   1108.918  17.150  7.03535E-01  7.04801E-01 -1.79542E-03
    8248.006   1115.461  17.200  7.02344E-01  7.03334E-01 -1.40617E-03
    8254.569   1122.024  17.250  7.02634E-01  7.01867E-01  1.09161E-03
    8261.150   1128.606  17.300  7.03645E-01  7.00400E-01  4.63065E-03
    8267.751   1135.206  17.350  7.04428E-01  6.98932E-01  7.85811E-03
    8274.371   1141.826  17.400  7.04112E-01  6.97465E-01  9.52396E-03
    8281.010   1148.465  17.450  7.02144E-01  6.95998E-01  8.82592E-03
    8287.668   1155.123  17.500  6.98436E-01  6.94531E-01  5.62043E-03
    8294.345   1161.800  17.550  6.93374E-01  6.93063E-01  4.48098E-04
    8301.041   1168.496  17.600  6.87704E-01  6.91596E-01 -5.62500E-03
    8307.756   1175.211  17.650  6.82328E-01  6.90129E-01 -1.12997E-02
    8314.490   1181.945  17.700  6.78063E-01  6.88661E-01 -1.53849E-02
    8321.243   1188.699  17.750  6.75444E-01  6.87194E-01 -1.70937E-02
    8328.016   1195.471  17.800  6.74604E-01  6.85727E-01 -1.62168E-02
    8334.807   1202.262  17.850  6.75270E-01  6.84260E-01 -1.31345E-02
    8341.617   1209.072  17.900  6.76870E-01  6.82792E-01 -8.67249E-03
    8348.447   1215.902  17.950  6.78700E-01  6.81325E-01 -3.85207E-03
    8355.295   1222.750  18.000  6.80123E-01  6.79858E-01  3.90119E-04
    8362.163   1229.618  18.050  6.80737E-01  6.78380E-01  3.47410E-03
    8369.049   1236.504  18.100  6.80402E-01  6.76903E-01  5.16978E-03
    8375.955   1243.410  18.150  6.79274E-01  6.75425E-01  5.69860E-03
    8382.879   1250.335  18.200  6.77706E-01  6.73948E-01  5.57804E-03
    8389.823   1257.278  18.250  6.76108E-01  6.72470E-01  5.41135E-03
    8396.786   1264.241  18.300  6.74794E-01  6.70992E-01  5.66709E-03
    8403.768   1271.223  18.350  6.73877E-01  6.69515E-01  6.51646E-03
    8410.768   1278.224  18.400  6.73231E-01  6.68037E-01  7.77603E-03
    8417.788   1285.244  18.450  6.72538E-01  6.66560E-01  8.97072E-03
    8424.827   1292.282  18.500  6.71395E-01  6.65082E-01  9.49487E-03
    8431.885   1299.340  18.550  6.69456E-01  6.63605E-01  8.82029E-03
    8438.962   1306.417  18.600  6.66553E-01  6.62127E-01  6.68686E-03
    8446.058   1313.514  18.650  6.62774E-01  6.60650E-01  3.21716E-03
    8453.173   1320.629  18.700  6.58460E-01  6.59172E-01 -1.08066E-03
    8460.308   1327.763  18.750  6.54129E-01  6.57695E-01 -5.42428E-03
    8467.461   1334.916  18.800  6.50345E-01  6.56217E-01 -8.95243E-03
    8474.633   1342.088  18.850  6.47575E-01  6.54739E-01 -1.09493E-02
    8481.825   1349.280  18.900  6.46057E-01  6.53262E-01 -1.10355E-02
    8489.035   1356.490  18.950  6.45745E-01  6.51784E-01 -9.27207E-03
    8496.264   1363.720  19.000  6.46311E-01  6.50307E-01 -6.14927E-03
    8503.513   1370.968  19.050  6.47249E-01  6.48854E-01 -2.47449E-03
    8510.780   1378.236  19.100  6.47972E-01  6.47401E-01  8.83741E-04
    8518.067   1385.522  19.150  6.47975E-01  6.45948E-01  3.14161E-03
    8525.373   1392.828  19.200  6.46957E-01  6.44495E-01  3.82440E-03
    8532.697   1400.153  19.250  6.44891E-01  6.43041E-01  2.87875E-03
    8540.041   1407.496  19.300  6.42022E-01  6.41588E-01  6.76558E-04
    8547.404   1414.859  19.350  6.38800E-01  6.40135E-01 -2.08749E-03
    8554.786   1422.241  19.400  6.35763E-01  6.38682E-01 -4.57566E-03
    8562.187   1429.642  19.450  6.33399E-01  6.37229E-01 -6.01689E-03
    8569.607   1437.062  19.500  6.32033E-01  6.35776E-01 -5.89391E-03
    8577.046   1444.501  19.550  6.31748E-01  6.34323E-01 -4.06352E-03
    8584.504   1451.959  19.600  6.32374E-01  6.32870E-01 -7.84819E-04
    8591.981   1459.436  19.650  6.33528E-01  6.31417E-01  3.34620E-03
    8599.477   1466.932  19.700  6.34705E-01  6.29964E-01  7.53477E-03
    8606.992   1474.447  19.750  6.35392E-01  6.28511E-01  1.09620E-02
    8614.526   1481.981  19.800  6.35171E-01  6.27058E-01  1.29547E-02
    8622.079   1489.535  19.850  6.33798E-01  6.25605E-01  1.31137E-02
    8629.652   1497.107  19.900  6.31244E-01  6.24152E-01  1.13784E-02
    8637.243   1504.698  19.950  6.27686E-01  6.22699E-01  8.01976E-03
    8644.854   1512.309  20.000  6.23461E-01  6.21246E-01  3.57160E-03
